Player Hand,Dealer Hand,Player Ace 11,Action,Times Selected,Q Value
14,3,False,STAND,17,-1.0588235294117647
14,3,False,HIT,4077,-0.14345440026143838
17,2,False,STAND,3089,-0.140822272580123
17,2,False,HIT,3,-1.7877643400031247
12,6,False,STAND,9,-0.6666666666666666
12,6,False,HIT,4184,-0.09342471328602499
12,10,False,STAND,23,-0.5652173913043478
12,10,False,HIT,16944,-0.12264011057905264
12,8,False,STAND,4,-0.5
12,8,False,HIT,4181,-0.14605723046356198
18,10,False,STAND,19984,-0.23894115292233786
18,10,False,HIT,17,-0.4295744440621525
19,3,False,STAND,3293,0.38445186759793504
19,3,False,HIT,6,-1.0
15,4,False,STAND,3902,-0.16606868272680678
15,4,False,HIT,8,-0.6935105971348139
19,4,False,STAND,3338,0.38076692630317555
19,4,False,HIT,4,-1.0
18,5,False,STAND,3684,0.2000542888165038
18,5,False,HIT,2,-1.2201646090534979
16,10,True,STAND,1,-1.0
16,10,True,HIT,2082,-0.38510846961011835
17,10,True,STAND,2335,-0.45610278372591007
17,10,True,HIT,6,-1.624211569581749
19,10,True,STAND,2411,-0.02073828287017835
19,10,True,HIT,6,-1.9427558272140544
13,4,False,STAND,4,-0.75
13,4,False,HIT,3933,-0.1261402358542908
18,4,True,STAND,520,0.2153846153846154
18,4,True,HIT,11,-1.3010980040547429
18,4,False,STAND,3517,0.1589422803525732
18,4,False,HIT,3,-0.6666666666666666
18,10,True,STAND,2443,-0.2349570200573066
18,10,True,HIT,2,-1.740214807494423
17,10,False,STAND,22,-0.45454545454545453
17,10,False,HIT,19412,-0.21005268846923475
15,10,False,STAND,58,-0.7068965517241379
15,10,False,HIT,18371,-0.16915578150213734
14,10,True,STAND,1896,-0.584915611814346
14,10,True,HIT,1,-1.0
12,4,False,STAND,4157,-0.1806591291796969
12,4,False,HIT,8,-0.6786662799449084
15,2,False,STAND,3588,-0.29375696767001114
15,2,False,HIT,7,-0.7581234639541453
20,2,False,STAND,4249,0.6133207813603201
20,2,False,HIT,3,-1.0
16,9,False,STAND,3588,-0.5769230769230769
16,9,False,HIT,5,-0.6318468066290308
19,5,False,STAND,3579,0.4529198100027941
19,5,False,HIT,6,-0.44612437094237656
20,5,False,STAND,5329,0.6731094013886283
20,5,False,HIT,6,-0.8333333333333334
20,10,False,STAND,23999,0.41697570732113837
20,10,False,HIT,29,-0.7267727827469019
19,10,False,STAND,19268,-0.029271330703757526
19,10,False,HIT,22,-0.5110888240477959
12,5,False,STAND,9,-0.5555555555555556
12,5,False,HIT,4128,-0.09367565305553259
16,8,False,STAND,4168,-0.5220729366602687
16,8,False,HIT,24,-0.5659979169289654
15,10,True,STAND,2082,-0.5537944284341979
15,10,True,HIT,6,-0.8357632947853938
18,6,False,STAND,3217,0.2772769661175008
18,6,False,HIT,2,-1.0
14,10,False,STAND,16,-0.75
14,10,False,HIT,17680,-0.1419866366270602
20,3,False,STAND,4965,0.6243705941591138
20,3,False,HIT,2,-1.0
18,11,False,STAND,4062,-0.37149187592319055
18,11,False,HIT,4,-0.875
15,6,True,STAND,533,-0.0975609756097561
15,6,True,HIT,1,-3.9831640127848758
16,6,True,STAND,517,-0.16054158607350097
16,6,True,HIT,3,-1.0002615618521566
13,6,False,STAND,4202,-0.1199428843407901
13,6,False,HIT,7,-0.5262218284059362
17,6,False,STAND,3536,0.0022624434389140274
17,6,False,HIT,2,-0.256172839506173
20,6,False,STAND,4688,0.6849402730375427
17,5,False,STAND,3,-1.0
17,5,False,HIT,3819,-0.17865949422446767
12,3,False,STAND,4046,-0.24567474048442905
12,3,False,HIT,11,-1.9017972451130647
17,2,True,STAND,545,-0.25504587155963304
17,2,True,HIT,2,-4.885151032284131
20,2,True,STAND,583,0.6243567753001715
13,6,True,STAND,505,-0.12079207920792079
13,6,True,HIT,5,-0.5265590397725617
19,8,False,STAND,3932,0.5762970498474059
19,8,False,HIT,10,-0.050958263508911895
14,4,False,STAND,3561,-0.19039595619208088
14,4,False,HIT,6,-0.4184063703664269
18,2,False,STAND,2950,0.11423728813559322
18,2,False,HIT,5,-0.9363209995976339
16,6,False,STAND,3160,-0.15253164556962026
16,6,False,HIT,3,-0.800306376794537
19,6,False,STAND,3033,0.4817012858555885
19,6,False,HIT,9,-0.3287701460182439
14,2,False,STAND,3811,-0.2912621359223301
14,2,False,HIT,15,-0.5122597997996038
12,9,False,STAND,2,-1.0
12,9,False,HIT,4142,-0.17581444916364716
18,9,False,STAND,3189,-0.22201317027281278
18,9,False,HIT,4,-1.0
17,3,False,STAND,3734,-0.11917514729512588
17,3,False,HIT,3,-1.0
15,3,True,STAND,462,-0.15151515151515152
15,3,True,HIT,56,-1.0776561739791564
15,3,False,STAND,4197,-0.24588992137240887
15,3,False,HIT,14,-0.5660137038353675
18,8,False,STAND,3821,0.06464276367443078
18,8,False,HIT,7,-0.36363841508625233
14,8,False,STAND,4274,-0.5285446888160973
14,8,False,HIT,2,-1.9113952530944254
20,11,False,STAND,5441,0.15622128285241685
20,11,False,HIT,5,-1.0
20,8,False,STAND,5564,0.7805535585909418
20,8,False,HIT,3,-1.0
14,9,False,STAND,4001,-0.5353661584603849
14,9,False,HIT,3,-1.3621399176954734
12,11,False,STAND,3,-1.0
12,11,False,HIT,4284,-0.2166092941962738
17,11,False,STAND,4318,-0.6401111625752663
17,11,False,HIT,14,-0.74109000609883
15,6,False,STAND,3870,-0.11291989664082687
15,6,False,HIT,8,-0.25260877918926
13,11,False,STAND,4,-1.0
13,11,False,HIT,4443,-0.23276420779041634
14,4,True,STAND,494,-0.1194331983805668
14,4,True,HIT,4,-1.0748931461944227
14,6,False,STAND,3972,-0.13846928499496475
14,6,False,HIT,10,-0.3917549707652046
15,7,False,STAND,8,-0.875
15,7,False,HIT,3855,-0.134909191655826
17,9,False,STAND,3413,-0.4307061236448872
17,9,False,HIT,15,-0.438170034735532
20,10,True,STAND,2554,0.4158183241973375
20,10,True,HIT,3,-2.1655968084180945
14,6,True,STAND,483,-0.15734989648033126
14,6,True,HIT,1,-2.762319001563265
14,8,True,STAND,463,-0.5334773218142549
14,8,True,HIT,9,-1.2583098679892093
16,3,False,STAND,3879,-0.2459396751740139
16,3,False,HIT,4,-0.5475206656957916
13,4,True,STAND,499,-0.17635270541082165
13,4,True,HIT,3,-2.3873022915210105
13,9,False,STAND,4242,-0.5396039603960396
13,9,False,HIT,4,-1.1101301516565878
18,7,False,STAND,3556,0.390607424071991
18,7,False,HIT,2,-1.0
16,5,True,STAND,405,-0.07901234567901234
16,5,True,HIT,3,-2.218569210976666
20,7,False,STAND,4962,0.7646110439338977
20,7,False,HIT,7,-0.8408281823603004
15,8,False,STAND,4,-1.0
15,8,False,HIT,4236,-0.1715119320143818
14,5,False,STAND,4,-0.5
14,5,False,HIT,3983,-0.15367649171480244
13,10,False,STAND,10,-0.6
13,10,False,HIT,17182,-0.13561246209375702
19,8,True,STAND,449,0.576837416481069
19,8,True,HIT,1,-0.9625228242645938
13,3,False,STAND,3,-0.3333333333333333
13,3,False,HIT,3505,-0.14712554966852587
16,10,False,STAND,49,-0.5510204081632653
16,10,False,HIT,19220,-0.18166433424905287
19,7,False,STAND,3242,0.6276989512646515
19,7,False,HIT,6,-0.38944039930614244
16,11,False,STAND,4314,-0.7744552619378767
16,11,False,HIT,8,-1.3404191796111964
13,2,False,STAND,3980,-0.2889447236180904
13,2,False,HIT,5,-0.9770691342785746
12,2,False,STAND,3620,-0.2765193370165746
12,2,False,HIT,10,-0.6049093170052581
16,7,False,STAND,3841,-0.47201249674563917
16,7,False,HIT,5,-0.7034429927506174
18,8,True,STAND,574,0.047038327526132406
18,8,True,HIT,1,-8.467129495900297
13,5,False,STAND,4316,-0.1267377201112141
13,5,False,HIT,10,-0.3051145739316325
15,5,True,STAND,507,-0.16370808678500987
15,5,True,HIT,4,-1.1607854731685296
16,5,False,STAND,3925,-0.11490445859872611
16,5,False,HIT,6,-0.838123971252218
12,9,True,STAND,172,-0.37790697674418605
12,9,True,HIT,2,-5.9721830268131875
13,7,False,STAND,4399,-0.5155717208456467
13,7,False,HIT,1,-1.0
16,2,True,STAND,521,-0.2648752399232246
16,2,True,HIT,1,-1.0
13,10,True,STAND,2002,-0.5829170829170829
13,10,True,HIT,2,-0.9075534059864598
15,5,False,STAND,3734,-0.12640599892876273
15,5,False,HIT,11,-0.4755618683270944
20,9,False,STAND,4570,0.7481400437636762
20,9,False,HIT,6,-1.153449341296653
13,9,True,STAND,449,-0.5434298440979956
13,9,True,HIT,1,-18.341038285492242
17,4,False,STAND,3720,-0.09973118279569892
17,4,False,HIT,3,-1.0828439376583812
20,4,False,STAND,4832,0.6463162251655629
20,4,False,HIT,7,-1.0
14,11,False,STAND,17,-0.7058823529411765
14,11,False,HIT,4421,-0.2481844860307556
19,9,False,STAND,2459,0.2285481903212688
19,9,False,HIT,3,-1.0
19,5,True,STAND,573,0.38045375218150085
19,11,False,STAND,3796,-0.1304004214963119
19,11,False,HIT,8,-0.3030899328086023
15,2,True,STAND,477,-0.32914046121593293
15,2,True,HIT,4,-6.552363562558936
19,4,True,STAND,542,0.4095940959409594
19,4,True,HIT,1,-0.6054886226375553
18,2,True,STAND,598,0.14715719063545152
18,2,True,HIT,1,-4.677734375
12,7,False,STAND,6,-0.6666666666666666
12,7,False,HIT,3977,-0.13092509994018797
13,7,True,STAND,542,-0.525830258302583
13,7,True,HIT,1,-4.479382618832107
14,2,True,STAND,508,-0.3228346456692913
14,2,True,HIT,2,-1.3765909609279876
20,4,True,STAND,601,0.6139767054908486
20,4,True,HIT,2,-2.624263379105523
19,2,False,STAND,2624,0.3959603658536585
19,2,False,HIT,4,-0.2177874064804038
14,5,True,STAND,478,-0.0794979079497908
14,5,True,HIT,2,-1.2417255876673436
16,4,False,STAND,31,-0.41935483870967744
16,4,False,HIT,3564,-0.1763343568438144
15,11,False,STAND,4647,-0.7744781579513664
15,11,False,HIT,12,-0.7833314372258705
14,11,True,STAND,333,-0.7297297297297297
14,11,True,HIT,3,-1.0321035555642837
17,11,True,STAND,390,-0.6128205128205129
17,11,True,HIT,1,-1.7511450422854384
15,8,True,STAND,535,-0.5158878504672897
15,8,True,HIT,1,-8.71848442899157
16,2,False,STAND,3316,-0.2910132689987937
16,2,False,HIT,4,-1.0244783712672145
18,6,True,STAND,597,0.17922948073701842
18,6,True,HIT,2,-1.6137728983374398
15,9,False,STAND,3811,-0.5371293623720809
15,9,False,HIT,5,-1.5489295354765136
14,7,False,STAND,3932,-0.503560528992879
14,7,False,HIT,6,-1.0796045026997962
17,7,False,STAND,3408,-0.12206572769953052
17,7,False,HIT,3,-0.6666666666666666
18,3,False,STAND,3453,0.13871995366348103
18,3,False,HIT,15,-0.5460220403811408
17,8,False,STAND,19,-0.42105263157894735
17,8,False,HIT,4197,-0.1866921354772441
16,11,True,STAND,406,-0.7660098522167488
16,11,True,HIT,1,-7.055401737137879
20,8,True,STAND,621,0.7600644122383253
20,8,True,HIT,4,-1.8970948660753688
18,3,True,STAND,567,0.19400352733686066
18,3,True,HIT,1,-0.6875
13,8,True,STAND,472,-0.4533898305084746
13,8,True,HIT,4,-3.9738407526529977
13,8,False,STAND,3,-1.0
13,8,False,HIT,4345,-0.13487532262939875
17,4,True,STAND,514,-0.08754863813229571
17,4,True,HIT,2,-2.596863965444534
13,5,True,STAND,510,-0.09803921568627451
13,5,True,HIT,2,-7.531061989187548
18,5,True,STAND,541,0.19038817005545286
18,5,True,HIT,2,-0.35768110702435174
17,5,True,STAND,518,-0.011583011583011582
