Player Hand,Dealer Hand,Player Ace 11,Action,Times Selected,Q Value
17,10,False,STAND,220,-0.5590909090909091
17,10,False,HIT,20363,-0.22438240882077645
17,11,True,STAND,11,-1.0
17,11,True,HIT,401,0.8989361328099269
18,2,True,STAND,539,0.17439703153988867
18,2,True,HIT,4,-1.5152585961766523
17,5,False,STAND,3796,-0.026343519494204427
17,5,False,HIT,46,-0.4894699969723779
16,4,False,STAND,62,-0.4032258064516129
16,4,False,HIT,4478,-0.07465175333996145
17,4,False,STAND,41,-0.36585365853658536
17,4,False,HIT,4798,-0.10010460993225836
16,10,False,STAND,183,-0.4644808743169399
16,10,False,HIT,19694,-0.18232263059436743
16,8,False,STAND,47,-0.5531914893617021
16,8,False,HIT,4542,-0.020190440761196405
13,11,False,STAND,49,-0.7551020408163265
13,11,False,HIT,4295,-0.09090496495820956
12,10,False,STAND,150,-0.52
12,10,False,HIT,17220,-0.09009476070223264
20,10,False,STAND,24633,0.4084764340518816
20,10,False,HIT,212,-0.732859650181743
12,7,False,STAND,41,-0.7560975609756098
12,7,False,HIT,4205,0.07030702404626647
15,7,False,STAND,49,-0.5510204081632653
15,7,False,HIT,4649,0.012030792134985287
13,8,False,STAND,49,-0.6326530612244898
13,8,False,HIT,4242,0.032499855933529435
18,10,True,STAND,2927,-0.2429108302015716
18,10,True,HIT,40,-0.6467490695956691
18,10,False,STAND,16377,-0.24778652988947913
18,10,False,HIT,3224,-0.26740457031927484
14,5,False,STAND,195,-0.12307692307692308
14,5,False,HIT,3760,0.06274244484385108
14,11,False,STAND,42,-0.7380952380952381
14,11,False,HIT,4385,-0.1107935043182557
20,11,False,STAND,6364,0.15430546825895664
20,11,False,HIT,69,-0.43628569390595295
18,6,False,STAND,4789,0.27939026936730005
18,6,False,HIT,39,-0.3612525190230419
20,7,False,STAND,6158,0.762910035725885
20,7,False,HIT,56,-0.512351378773661
19,3,True,STAND,575,0.32521739130434785
19,3,True,HIT,10,-1.9526288306534614
15,3,False,STAND,60,-0.2833333333333333
15,3,False,HIT,4440,-0.025167619599843004
12,6,False,STAND,121,-0.256198347107438
12,6,False,HIT,4087,0.07345020503318815
16,6,False,STAND,52,-0.2692307692307692
16,6,False,HIT,4324,-0.021144296420548526
15,10,False,STAND,166,-0.5843373493975904
15,10,False,HIT,19432,-0.15781258253297037
14,9,True,STAND,4,-1.0
14,9,True,HIT,495,0.7383080131935494
13,9,False,STAND,58,-0.6379310344827587
13,9,False,HIT,4344,0.015693053561102545
12,8,False,STAND,54,-0.4074074074074074
12,8,False,HIT,4219,0.032538595654976785
19,10,False,STAND,19443,-0.02293884688576866
19,10,False,HIT,185,-0.2743677425463098
18,3,False,STAND,4007,0.1035687546793112
18,3,False,HIT,47,0.004303935303508777
20,3,False,STAND,5445,0.6332415059687787
20,3,False,HIT,43,-0.9241331030847271
20,2,False,STAND,5555,0.6315031503150315
20,2,False,HIT,72,0.06860531929268367
18,9,False,STAND,4942,-0.21469040874140025
18,9,False,HIT,56,-0.3342303806137058
19,7,False,STAND,4688,0.6047354948805461
19,7,False,HIT,43,-0.09962829474874389
14,10,False,STAND,175,-0.5142857142857142
14,10,False,HIT,18487,-0.13943834228633323
14,6,False,STAND,68,-0.27941176470588236
14,6,False,HIT,4221,-0.0011161696934422118
20,5,False,STAND,4990,0.6655310621242485
20,5,False,HIT,47,-0.6211408477498194
15,2,False,STAND,44,-0.5454545454545454
15,2,False,HIT,4207,-0.051240441689591944
15,11,False,STAND,45,-0.8444444444444444
15,11,False,HIT,4645,-0.1421546586280763
16,5,False,STAND,3854,-0.11598339387649195
16,5,False,HIT,40,-0.12963385265757987
12,4,False,STAND,141,-0.16312056737588654
12,4,False,HIT,3960,0.05520301758909552
18,5,False,STAND,3366,0.22608437314319668
18,5,False,HIT,38,-0.15194767436112627
12,2,False,STAND,70,-0.2857142857142857
12,2,False,HIT,3613,0.057700791767936355
13,4,True,STAND,474,-0.15822784810126583
13,4,True,HIT,12,-1.7082659291000042
17,6,False,STAND,4988,-0.026663993584603047
17,6,False,HIT,46,-0.17532337818221636
13,10,False,STAND,195,-0.6615384615384615
13,10,False,HIT,17772,-0.10903869396725588
16,7,True,STAND,62,-0.6129032258064516
16,7,True,HIT,444,1.0925772405000809
14,8,False,STAND,43,-0.4418604651162791
14,8,False,HIT,4229,0.023396012599322995
17,8,False,STAND,47,-0.5106382978723404
17,8,False,HIT,4890,-0.07199868810498808
14,7,False,STAND,74,-0.25675675675675674
14,7,False,HIT,4294,0.009266693536627612
13,5,False,STAND,255,-0.09019607843137255
13,5,False,HIT,3683,0.07083445655964217
16,9,False,STAND,51,-0.6274509803921569
