Player Hand,Dealer Hand,Action,Player Ace 11,Times Selected,Q Value
19,7,True,HIT,706,1.1519377728093523
16,6,True,STAND,581,-0.11703958691910499
16,6,True,HIT,5,-0.24566722904122215
18,8,False,STAND,4122,0.06040756914119359
18,8,False,HIT,4,-1.0
14,6,False,STAND,3707,-0.14351227407607228
14,6,False,HIT,11,-0.22960892615323925
18,5,False,STAND,3534,0.2159026598754952
18,5,False,HIT,3,-1.0
17,10,True,STAND,2,-1.0
17,10,True,HIT,2677,0.09190760242533627
15,5,False,STAND,3915,-0.11647509578544062
15,5,False,HIT,1,-1.0
13,6,False,STAND,4132,-0.16868344627299128
13,6,False,HIT,3,-0.6273528925461068
14,7,False,STAND,4,-0.75
14,7,False,HIT,4458,0.029866195437884165
12,2,True,STAND,192,-0.19270833333333334
12,2,True,HIT,1,-3.2802298398231127
13,9,True,STAND,438,-0.4885844748858447
13,9,True,HIT,4,-0.7445821726199406
20,3,True,STAND,713,0.6535764375876578
20,3,True,HIT,1,-1.624407217567255
15,4,True,STAND,116,0.0
15,4,True,HIT,334,2.156584727058726
19,4,False,STAND,3417,0.4132279777582675
19,4,False,HIT,5,-0.5138014814781691
13,8,False,STAND,3,-0.6666666666666666
13,8,False,HIT,4334,0.05373605165312479
17,9,True,STAND,508,-0.5039370078740157
17,9,True,HIT,2,-0.7384917681674146
14,5,True,STAND,473,-0.02959830866807611
14,5,True,HIT,2,-0.8148783095594186
16,2,False,STAND,7,-0.7142857142857143
16,2,False,HIT,4159,-0.04102395467186862
17,11,True,STAND,469,-0.6226012793176973
17,11,True,HIT,1,-1.5
16,9,True,STAND,508,-0.5570866141732284
16,9,True,HIT,1,-0.8503381192143691
16,11,True,STAND,452,-0.7920353982300885
16,11,True,HIT,6,-1.1534709846259557
20,11,True,STAND,559,0.10554561717352415
20,11,True,HIT,3,-2.2496159485421043
18,6,True,HIT,671,0.9379725725766435
19,6,True,STAND,697,0.5322812051649928
19,6,True,HIT,1,-0.44137593500829864
18,11,True,STAND,1,-1.0
18,11,True,HIT,529,0.8493504841656029
17,6,True,STAND,485,-0.006185567010309278
17,6,True,HIT,2,-1.5922067901234567
14,10,True,STAND,2,-1.0
14,10,True,HIT,1921,0.183895742901681
20,4,True,STAND,711,0.6483825597749648
20,4,True,HIT,2,-2.0041152263374484
20,5,True,STAND,715,0.6587412587412588
20,5,True,HIT,1,-0.25
16,11,False,STAND,3,-1.0
16,11,False,HIT,4519,-0.14652506240900628
16,7,True,STAND,569,-0.4973637961335677
16,7,True,HIT,2,-3.1095798729472794
16,7,False,STAND,10,-0.7
16,7,False,HIT,4868,0.018236256646062432
18,10,True,STAND,3,-0.6666666666666666
18,10,True,HIT,3014,0.13590305425691043
15,10,True,STAND,13,-0.6153846153846154
15,10,True,HIT,2172,0.15714138890903404
18,8,True,STAND,647,0.06491499227202473
18,8,True,HIT,2,-1.8110611719788463
17,5,True,STAND,1,-1.0
17,5,True,HIT,566,0.9345332205507142
20,2,True,STAND,619,0.7189014539579968
20,2,True,HIT,1,-0.5
17,8,True,STAND,647,-0.3462132921174652
17,8,True,HIT,3,-1.0191639058729622
18,5,True,STAND,571,0.287215411558669
16,4,True,STAND,627,-0.13237639553429026
16,4,True,HIT,2,-1.1048883117187447
14,9,True,STAND,487,-0.4887063655030801
14,9,True,HIT,1,-6.826065556199187
13,8,True,STAND,472,-0.5254237288135594
13,8,True,HIT,1,-1.8628934063085811
19,9,True,STAND,576,0.2326388888888889
19,9,True,HIT,1,-0.25271295979357833
14,8,True,STAND,1,-1.0
14,8,True,HIT,496,0.7198043629728924
20,10,True,STAND,3595,0.3849791376912378
20,10,True,HIT,1,-1.3180675659748629
12,6,True,STAND,198,-0.14646464646464646
12,6,True,HIT,1,-0.517025711113198
16,3,True,STAND,8,-0.75
16,3,True,HIT,529,0.9998529338289187
17,3,True,STAND,632,-0.05221518987341772
17,3,True,HIT,1,-3.1173919468661175
13,5,True,STAND,508,-0.0688976377952756
13,5,True,HIT,3,-1.2595457171356383
15,3,True,STAND,532,-0.2706766917293233
15,3,True,HIT,3,-1.0276514266838985
20,7,True,STAND,744,0.7956989247311828
20,7,True,HIT,4,-0.012672533974073585
16,8,True,STAND,3,-0.6666666666666666
16,8,True,HIT,584,0.8488905245131542
12,3,True,STAND,198,-0.2474747474747475
12,3,True,HIT,1,-6.75
13,4,True,HIT,497,1.0223654751301554
13,11,True,STAND,2,-1.0
13,11,True,HIT,337,1.2622494634879589
19,8,True,HIT,538,1.2472415417304286
20,8,True,STAND,719,0.7844228094575799
20,8,True,HIT,1,-4.53125
18,7,True,STAND,538,0.45353159851301117
18,7,True,HIT,2,-0.5776262354168106
17,7,True,STAND,1,-1.0
17,7,True,HIT,640,0.7613865799922555
18,3,True,STAND,685,0.17956204379562044
18,3,True,HIT,5,-0.3505987180550431
14,2,True,STAND,482,-0.3651452282157676
14,2,True,HIT,1,-1.482253086419753
15,7,True,STAND,526,-0.39543726235741444
15,7,True,HIT,4,-1.586213701117447
15,8,True,STAND,557,-0.4991023339317774
15,8,True,HIT,1,-2.851726518816625
15,6,True,STAND,1,-1.0
15,6,True,HIT,548,1.041310919813911
14,11,True,STAND,391,-0.8209718670076727
14,11,True,HIT,1,-1.5
14,6,True,STAND,515,-0.05825242718446602
14,6,True,HIT,2,-3.051501578558305
12,7,True,STAND,1,-1.0
12,7,True,HIT,180,3.7737957963509916
14,3,True,STAND,401,-0.20698254364089774
14,3,True,HIT,2,-4.067542579171061
18,4,True,STAND,645,0.19844961240310077
18,4,True,HIT,1,-2.1034267440536185
15,2,True,STAND,483,-0.3250517598343685
15,2,True,HIT,3,-2.336993770862472
14,7,True,STAND,515,-0.4368932038834951
14,7,True,HIT,1,-7.25
15,5,True,STAND,487,-0.030800821355236138
15,5,True,HIT,2,-2.435817383357888
13,6,True,STAND,1,0.0
13,6,True,HIT,503,1.2285248174240706
12,9,True,STAND,190,-0.3894736842105263
12,9,True,HIT,1,-0.6682617114245937
12,8,True,STAND,1,-1.0
12,8,True,HIT,171,1.8349462643182715
19,3,True,STAND,580,0.3931034482758621
19,3,True,HIT,2,-0.43201231011014507
13,2,True,STAND,349,-0.30945558739255014
13,2,True,HIT,2,-0.9341965713263476
12,5,True,STAND,202,-0.26732673267326734
12,5,True,HIT,1,-6.76749440409637
18,2,True,STAND,574,0.10104529616724739
18,2,True,HIT,1,-6.0
12,11,True,STAND,2,-0.5
12,11,True,HIT,86,5.000943233520155
