Win,Lose,Draw
420,507,73
447,481,72
422,502,76
430,501,69
431,500,69
397,526,77
436,502,62
421,492,87
440,500,60
409,526,65
416,498,86
426,503,71
399,526,75
438,490,72
388,535,77
432,497,71
393,534,73
407,503,90
434,484,82
397,520,83
436,486,78
415,492,93
409,512,79
419,502,79
415,516,69
425,494,81
440,489,71
395,540,65
390,525,85
428,491,81
421,506,73
394,538,68
432,495,73
402,518,80
394,534,72
418,503,79
443,468,89
417,498,85
418,493,89
376,530,94
418,505,77
405,525,70
402,527,71
423,526,51
425,496,79
439,494,67
423,493,84
435,488,77
402,525,73
436,495,69
435,486,79
382,548,70
426,499,75
410,513,77
435,488,77
419,516,65
390,521,89
400,517,83
431,476,93
424,500,76
414,508,78
386,522,92
402,517,81
409,500,91
449,473,78
424,518,58
454,451,95
416,515,69
399,514,87
439,481,80
396,537,67
394,542,64
419,509,72
418,504,78
437,492,71
426,501,73
409,516,75
392,516,92
431,494,75
433,496,71
447,476,77
409,520,71
414,512,74
422,506,72
416,507,77
417,509,74
411,512,77
421,497,82
433,501,66
425,509,66
430,486,84
444,485,71
415,495,90
413,516,71
413,506,81
428,511,61
385,531,84
425,483,92
432,513,55
433,497,70
408,512,80
387,535,78
420,505,75
425,515,60
440,483,77
417,525,58
411,520,69
433,502,65
394,518,88
458,472,70
406,514,80
413,510,77
418,516,66
415,496,89
430,491,79
423,487,90
418,523,59
422,505,73
417,511,72
403,527,70
419,514,67
425,508,67
415,503,82
394,518,88
396,529,75
388,539,73
427,502,71
415,498,87
432,500,68
421,517,62
420,498,82
393,523,84
418,511,71
437,497,66
396,524,80
404,516,80
411,521,68
393,512,95
418,514,68
439,493,68
418,513,69
394,536,70
408,516,76
411,511,78
430,487,83
444,480,76
418,509,73
439,486,75
